sentence,gold,predicted,gold_rank,error_type,predicted_score,gold_score
"SHAPIRO: Nationally, Donald Trump got eight percent of the black vote.",SHAPIRO,"Nationally, Donald Trump got eight percent of the black vote",7,OTHER,0.9979996495171763,0.2087774940115998
"However, in 2014, Pope Francis said Romero's case for sainthood had been ""unlocked"" after being put on hold by the Vatican's Congregation for the Doctrine of the Faith.",Pope Francis,Romero,5,OTHER,0.9100909974264509,0.44521064836379803
"Ralph Northam apologized on Friday for a 1984 medical school yearbook photo, which shows a person wearing blackface standing next to another person wearing a Ku Klux Klan robe.",Ralph Northam,a Ku Klux Klan robe,2,OTHER,0.7353970765323654,0.7265344529021914
MARTIN: We've got NPR's Tim Mak in our studio in Washington to help us understand that very subject.,MARTIN,We,10,OTHER,0.8903220448567093,0.3404761654661481
"Then I want to eat,"" Jimena responds.",Jimena,Jimena,1,CORRECT,0.8964013721463671,0.8964013721463671
Erdogan's End Game NPR's David Greene speaks with international relations professor Fawaz Gerges about Turkish President Recep Tayyip Erdogan's handling of the killing of Saudi journalist Jamal Khashoggi.,Saudi journalist Jamal Khashoggi,Erdogan,25,OTHER,0.9208562183856885,0.1468860888545989
"NPR's Ailsa Chang speaks with Dr. Fatima Cody Stanford, who specializes in obesity medicine, about a new app from WW — formerly Weight Watchers — that targets children.",NPR's Ailsa Chang,"Ailsa Chang speaks with Dr. Fatima Cody Stanford, who specializes in obesity medicine",15,OTHER,0.997661402936165,0.2929376156218504
"U.S. Gen. Stephen Townsend, commander of the international military coalition against ISIS, later said he did not believe Baghdadi was dead.",he,U.S. Gen. Stephen Townsend,5,LARGER_SPAN,0.8358896751708076,0.41488627811549256
"SMITH: Whoa, whoa, whoa, it's so bright.",SMITH,it,3,OTHER,0.7156614203642786,0.3078547346840423
"Special Counsel Mueller's Office Says 'Buzzfeed' Report Is 'Not Accurate' Special counsel Robert Mueller's office says a report from Buzzfeed News that alleged President Trump directed his former lawyer Michael Cohen to lie to Congress is ""not accurate.""",Robert Mueller's,Trump,15,OTHER,0.7707738488259479,0.24828213578080985
"HANSI LO WANG, BYLINE: Naseem Alkobadi left Yemen as a young girl with her family 15 years ago.",Alkobadi,Yemen,7,NER_VS_SUBSPAN,0.6668831413032278,0.23346199378115287
Week In Politics: The Tax Bill And The Russia Investigation NPR's Mary Louise Kelly speaks with political commentators Jonathan Capehart of The Washington Post and Ramesh Ponnuru of The National Review about the tax bill and Mueller's Russia investigation.,Mary Louise Kelly,Bill And The Russia Investigation NPR's Mary Louise Kelly,5,LARGER_SPAN,0.8408890282318017,0.6131891672609737
"NAUGHTON: Well, I think the nature of careers as, especially as independent practitioners for physicians, it does allow for greater flexibility and the ability to take time out of their career without being punished for it later.",NAUGHTON,it,8,OTHER,0.38472439865455593,0.14210051281583233
NPR's Mary Louise Kelly speaks with Seth Jones of the Center for Strategic and International Studies about President Trump's claim that the Soviet Union collapsed due to its military operations in Afghanistan.,Mary Louise Kelly,Trump,4,OTHER,0.9046970304385191,0.6679125116193523
"NPR's Scott Simon speaks with Liz Benjamin, host of Capital Tonight on Spectrum News about the the scandal around Attorney General Eric Schneiderman and New York's political landscape.",Scott Simon,Scott Simon,1,CORRECT,0.7422089656761037,0.7422089656761037
"SUAREZ: I think some people will have heard the name Chief Joseph, but for those who have not, tell us about him.",Chief Joseph,"Joseph, but for those who have not",10,OTHER,0.9726973185355479,0.24064150848129848
"NPR's Michel Martin looks back with former Vice President Walter Mondale, who co-wrote the bill.",Walter Mondale,"Michel Martin looks back with former Vice President Walter Mondale, who co-wrote the bill",5,LARGER_SPAN,0.9998193637584161,0.673488396310043
"And a number of the commentators over this past week have pointed to the gap between the way in which he campaigned, which was often sort of bare knuckles and tough, and the way he governed, which was much more conciliatory and consensus-oriented.",he,he,1,CORRECT,0.3842321072494931,0.3842321072494931
"But if anyone else did, especially the popular favorite Mohamed Farmajo, it would show her that...",her,Mohamed Farmajo,3,OTHER,0.6311855706429859,0.40772308070351787
"(SOUNDBITE OF PROTEST)
UNIDENTIFIED PROTESTERS: (Chanting in Spanish) No mas Nelson.",Nelson,Nelson,1,CORRECT,0.7974330798027442,0.7974330798027442
"(SOUNDBITE OF PROTEST)
UNIDENTIFIED PROTESTERS: (Chanting in Spanish) No mas Nelson.",Spanish,Nelson,3,OTHER,0.7974330798027442,0.47045613650171253
"SCHULTZ: Well, in fairness...",SCHULTZ,fairness,2,OTHER,0.43158800673122133,0.3138675834822273
"John Paul Stevens Was My Personal Hero, William Treanor Says",John Paul Stevens,John Paul Stevens,1,CORRECT,0.8551833839744114,0.8551833839744114
"So Eman Helal, for example, the Egyptian photojournalist, her family did not want her to be a journalist at all because she would have to navigate spaces that were male-dominated, that it was expected of the woman to not be in those spaces, to be at home.",Eman Helal,Eman Helal,1,CORRECT,0.5278882484767727,0.5278882484767727
"Criminal Justice Reform Bill Earns Senate Approval, Moves Closer To Becoming Law A bipartisan bill aimed at overhauling federal prisons and reducing recidivism cleared a major hurdle Tuesday night.",Criminal Justice Reform Bill,Moves Closer To Becoming Law,3,OTHER,0.9777809072445742,0.7375934911117904
"So then the strategic question is do they wait, allow the 10 Democrats who are up for re-elections in red states or some proportion of them to vote for Gorsuch and then filibuster the next time when it really matters, if Kennedy were to retire?",Gorsuch,Democrats who are up for re-elections in red states or some proportion,3,COORDINATION_ERROR,0.9978614412628531,0.4502380948610945
"Democrats were furious, for example, when Barr called the surveillance conducted of Trump's campaign in 2016 ""spying"" — after the Russian government had launched its disinformation war on the presidential campaign.",Barr,Trump,2,OTHER,0.8657427221877385,0.8593983961340793
"Democrats were furious, for example, when Barr called the surveillance conducted of Trump's campaign in 2016 ""spying"" — after the Russian government had launched its disinformation war on the presidential campaign.",Trump,Trump,1,CORRECT,0.8657427221877385,0.8657427221877385
"Barr also told Congress that Mueller didn't establish that Trump broke the law in trying to frustrate the investigation — but neither did Mueller's office ""exonerate"" the president.",Trump,Barr,3,OTHER,0.9013593341450488,0.7565182523802001
"HORSLEY: Well, the CBO has not had a chance to score this newest version of the bill.",HORSLEY,the CBO,4,OTHER,0.617694748433667,0.19765940501976564
NPR's Rachel Martin speaks with educator and activist Brittany Packnett about how people can help fight racism and white supremacy in their daily lives.,people,Rachel Martin,6,OTHER,0.6759272933123849,0.25514704506586977
NPR's Rachel Martin speaks with educator and activist Brittany Packnett about how people can help fight racism and white supremacy in their daily lives.,NPR's Rachel Martin,Rachel Martin,9,SMALLER_SPAN,0.6759272933123849,0.22910922011750098
"LEE: I just thought if a little, old lady in tennis shoes was out there walking, somebody would take notice.",LEE,"LEE: I just thought if a little, old lady in tennis shoes was out there walking",2,LARGER_SPAN,0.9999995968654929,0.5794137860141724
"Dehgan focuses on the years 2006-2007, when he served as Wildlife Conservation Society country director in charge of the Afghanistan Biodiversity Conservation Program.",Dehgan,Dehgan,1,CORRECT,0.8631129011812989,0.8631129011812989
Robert F. Kennedy after he had been shot in 1968.,Robert F. Kennedy,Robert F. Kennedy,1,CORRECT,0.8832303850408932,0.8832303850408932
"Of The 9 Countries On Pompeo's Visit, 5 Don't Have A Senate-Confirmed U.S. Ambassador NPR's Ari Shapiro speaks with Richard LeBaron, a former ambassador to Kuwait, about how the diplomatic vacancies in the region affect a mission such as Secretary of State Mike Pompeo's this week.",Ari Shapiro,"Ari Shapiro speaks with Richard LeBaron, a former ambassador to Kuwait",3,LARGER_SPAN,0.9785642884567701,0.6699735987566006
"Yes even for terrible people because once you start chipping away ... you're running down a slippery slope,"" Sanders said.",Sanders,Sanders,1,CORRECT,0.780809458588759,0.780809458588759
"Prosecutors have charged Anthony Comello with murder over the fatal shooting Francesco Cali, the alleged leader of the Gambino crime family who was gunned down outside of his Staten Island home in March.",Anthony Comello,his Staten Island home,6,OTHER,0.7610585854202849,0.5527392059051432
"GREENE: Republican Congressman Tom Reed of the state of New York - thanks so much for your time this morning, sir.",Congressman,Tom Reed,12,NER_VS_SUBSPAN,0.8466267272184602,0.14415361104608704
"I don't want to call them enemies, but they do believe that he is the issue, he is the problem for Saudi Arabia, and he should be kicked out of his position, or he is going to destroy not only Saudi Arabia, he is going to destroy the region.""",he,not only Saudi Arabia,2,OTHER,0.7692036455850251,0.4142083443086914
"Chamberlain says he began scouring labels shortly after the Group of 7 summit in Canada in early June, when President Trump called Prime Minister Justin Trudeau ""meek and mild"" and ""dishonest and weak.""",Trump,Group of 7,2,OTHER,0.8101597314763733,0.8063213534937108
"Chamberlain says he began scouring labels shortly after the Group of 7 summit in Canada in early June, when President Trump called Prime Minister Justin Trudeau ""meek and mild"" and ""dishonest and weak.""",Chamberlain,Group of 7,8,OTHER,0.8101597314763733,0.44209117999165726
"So I think it's interesting that now, 24 hours before voters in West Virginia go to the polls, the president is now getting involved in that race.",the president,it,9,OTHER,0.6587405902586738,0.11348027853704896
CONANT: John Kasich is really toxic with Republican voters.,John Kasich,John Kasich,1,CORRECT,0.8286817257185597,0.8286817257185597
"For starters, his depiction of Breivik's killing spree goes out of its way to be, if not muted, at least not sensational.",his,Breivik,2,OTHER,0.8524834698859282,0.3902565489065978
"Despite Trump's unpredictability, Abe has worked hard to cultivate the American president.",Abe,"Trump's unpredictability, Abe has worked hard to cultivate the American president",3,LARGER_SPAN,0.9577484498799195,0.897951165665405
"Although aides initially said there would be no golf during this visit, Trump said he and Abe will ""sneak out"" for a round on Wednesday.",Abe,Abe,1,CORRECT,0.8793569522155543,0.8793569522155543
"Morning News Brief: Paul Manafort, Primary Elections Special counsel Robert Mueller's team accuses President Trump's former campaign manager Paul Manafort of witness tampering, and asked a judge for pre-trial detention.",President Trump,"Robert Mueller's team accuses President Trump's former campaign manager Paul Manafort of witness tampering, and asked a judge for pre-trial detention",7,LARGER_SPAN,0.999773937194941,0.6035257405116311
"Whited believes people have become too ""comfortable"" with the guns they keep in their cars.",Whited,Whited,1,CORRECT,0.7056011802192557,0.7056011802192557
"Sheriff Todd Entrekin lost his re-election campaign during the Republican primary on Tuesday,"" Domonoske wrote.",Domonoske,"Todd Entrekin lost his re-election campaign during the Republican primary on Tuesday,"" Domonoske wrote",2,LARGER_SPAN,0.9970417753266012,0.7281149301963055
He was a master at weaving alliances.,He,He,1,CORRECT,0.8425836728138787,0.8425836728138787
"I mean, in some ways, Audie, the Trump strikes demonstrate what Obama was saying.",Audie,"Audie, the Trump strikes demonstrate what Obama was saying",2,LARGER_SPAN,0.9820967564619072,0.8671630797225143
"WILTON MCKENZIE: I'm doing great, ma'am.",MCKENZIE,"WILTON MCKENZIE: I'm doing great, ma'am",5,LARGER_SPAN,0.9033752644759169,0.056594656176000145
"""I'm doing this because this is the right thing to do,"" he says.",he,he,1,CORRECT,0.4924545120625621,0.4924545120625621
"CHANG: And how have we seen this theory, this theory of the unitary executive, play out in Barr's handling of the Mueller report so far?",CHANG,Barr,5,OTHER,0.9328982772717372,0.23984013801337584
"Rachel Martin talks to Thomas Guenole, a political scientist and left-wing activist participating in the protests.",Rachel Martin,"Rachel Martin talks to Thomas Guenole, a political scientist and left-wing activist participating in the protests",3,LARGER_SPAN,0.9997258234517367,0.7564744470464684
"French Protesters Continue Clashes As They Call For Better Economic Conditions Rachel Martin talks to Thomas Guenole, a political scientist and left-wing activist participating in the protests.","Thomas Guenole, a political scientist and left-wing activist participating in the protests","Rachel Martin talks to Thomas Guenole, a political scientist and left-wing activist participating in the protests",2,LARGER_SPAN,0.9978639838258023,0.9008930547221554
"KELLY: When you interviewed her, what was her take on events unfolding?",KELLY,her,7,OTHER,0.4400649772173226,0.26452732834772225
"CIGAINERO: Sedated in his hospital bed, Theo mumbled an appeal for peace with President Francois Hollande by his side.",President Francois Hollande,Theo,7,OTHER,0.8727835890483374,0.2524713917472945
"Senator Gardner, thanks for being with us.",Senator Gardner,"Gardner, thanks for being with us",3,OTHER,0.9674506625887758,0.8201073544612301
"(SOUNDBITE OF ARCHIVED RECORDING)
UNIDENTIFIED PROTESTERS: Donald Trump has got to go.",Donald Trump,Donald Trump,1,CORRECT,0.7590480953844682,0.7590480953844682
Manafort and Kilimnik were charged with conspiracy to obstruct justice by attempting to tamper with witnesses after Manafort had been already been indicted for other crimes.,Manafort,Manafort,1,CORRECT,0.7130200576678832,0.7130200576678832
Manafort and Kilimnik were charged with conspiracy to obstruct justice by attempting to tamper with witnesses after Manafort had been already been indicted for other crimes.,Kilimnik,Manafort,2,OTHER,0.7130200576678832,0.6641040983078491
"""The campaign has been very clear they want everybody that wants to be supportive of the president and the vice president to have an opportunity to be involved,"" said Oliver who offered to help after being contacted by the Trump 2020 campaign.",Trump,Oliver,8,NER_VS_SUBSPAN,0.7385761279548001,0.19417215132208038
FREDRICK: She wants them to leave Mexico.,FREDRICK,She,4,OTHER,0.7864199612587259,0.23603438457649628
"NPR's Sarah McCammon speaks to ProPublica reporter Lizzie Presser about heirs property, a form of land ownership that has cost black Americans billions of dollars in land loss.",ProPublica reporter Lizzie Presser,NPR,10,OTHER,0.6548187540447242,0.20524050441574662
Galicia was released on July 23.,Galicia,Galicia,1,CORRECT,0.9121728337477191,0.9121728337477191
"Congressional hopeful Alejandra Campoverdi, who's running to replace Xavier Becerra in Los Angeles, opened up to the Washington Post recently about her family's history with breast cancer.",Xavier Becerra,"Alejandra Campoverdi, who's running to replace Xavier Becerra in Los Angeles",3,LARGER_SPAN,0.9251929941600959,0.5792924348825558
"McCourt donated more than $400,000 to the Trump Victory fund, $50,800 to the Trump inauguration and more than $170,00 to the Republican National Committee.",McCourt,the Trump Victory fund,3,OTHER,0.8192157507230408,0.6412625503640133
"Fasana says he still believes the tunnel would the best option to ease traffic, but his motion is an acknowledgement of the cold, hard reality: The project doesn’t have the money or the political support to get built.",the tunnel,Fasana,7,OTHER,0.7924084525426064,0.185560933918807
Newsom was criticized for the large size of his media staff and proliferation of City Hall czars.,Newsom,Newsom,1,CORRECT,0.8134560185437462,0.8134560185437462
"John Q. Barrett, a law professor at St. John’s University in New York who is now writing a biography on Jackson, said McLay — a working woman in a male-dominated bureaucracy — likely never got the full credit she deserved for her work transcribing the testimony, often in various languages and in shorthand, and collating the evidence.",Jackson,John Q. Barrett,2,OTHER,0.7811354273708221,0.7220576290933215
"Survey numbers indicated that previous supporters of Biden, a moderate, might be flipping to Warren and Sanders, two of the most progressive candidates in the race, rather than opting for less left-wing alternatives.",Biden,Biden,1,CORRECT,0.7530507907511604,0.7530507907511604
"Los Angeles County Democratic Party Chairman Eric Bauman asked supporters to ""push back"" against what he called a targeted campaign to spread false rumors about him online.",Los Angeles County Democratic Party Chairman Eric Bauman,Los Angeles County Democratic Party Chairman Eric Bauman,1,CORRECT,0.9584976288879646,0.9584976288879646
"Mark James Gassett, 37, of Fresno had been out looking for work Tuesday and was carrying free groceries home from Catholic Charities when he was shot and killed.",he,Mark James Gassett,5,OTHER,0.7100992010901493,0.38696554610239975
"""She just seemed a little more humble, a little more honest,"" he said.",he,She,2,OTHER,0.6254309027080082,0.48433501397345957
"“I wasn’t ever comfortable sitting around conference tables in fancy resorts listening to presentations from the very people doing the great work of running the company every day,” he said.",he,he,1,CORRECT,0.3503539214496452,0.3503539214496452
"Kaveladze has worked for the Agalarov firm, one of the largest development companies in Russia, since 2004, he said.",he,"Kaveladze has worked for the Agalarov firm, one of the largest development companies in Russia",6,LARGER_SPAN,0.9999427939611816,0.42841641562461064
The Yolo County Sheriff’s Office initially thought Enrique ran away because no evidence of foul play was found.,Enrique,Enrique,1,CORRECT,0.716189540566063,0.716189540566063
But Flynn was forced to resign after less than a month when news reports revealed he had misled Vice President Mike Pence and other top officials about his conversations in December with Russia’s ambassador about easing U.S. sanctions on Russia.,U.S.,Flynn,19,OTHER,0.8464258809691103,0.12255746627480076
But Flynn was forced to resign after less than a month when news reports revealed he had misled Vice President Mike Pence and other top officials about his conversations in December with Russia’s ambassador about easing U.S. sanctions on Russia.,Flynn,Flynn,1,CORRECT,0.8464258809691103,0.8464258809691103
"Lighthizer, who served as a deputy trade representative in the Reagan administration, said during the confirmation hearing that he agrees with Trump’s “America First” policy.",Lighthizer,"Lighthizer, who served as a deputy trade representative in the Reagan administration",3,LARGER_SPAN,0.9877622060921591,0.7456473651390657
"Too soon to judge indicted Duncan Hunter and his flying rabbit, as Trump says in Jeff Sessions blast?",Duncan Hunter,"Duncan Hunter and his flying rabbit, as Trump says in Jeff Sessions blast",4,LARGER_SPAN,0.9998910690837424,0.7088157741357247
"Jerry Brown stuck to his skeptical view on matters of broad healthcare reform on Wednesday, dismissing the idea of a universal healthcare system as something akin to a financial impossibility.",Jerry Brown,Jerry Brown,1,CORRECT,0.792072841289011,0.792072841289011
"After a weekend of numbing carnage — more than 30 dead and more than 50 injured in mass shootings in El Paso and Dayton, Ohio, — President Trump stepped forward Monday morning with a tweet calling for a bilateral embrace of “strong background checks,” whatever that means, and “perhaps marrying this legislation with desperately needed immigration reform.”",El Paso,Trump,3,OTHER,0.7738157161824147,0.5774280643530483
"Trump informed Xi of the Syria strike at Mar-a-Lago, officals said.",Xi,"Xi of the Syria strike at Mar-a-Lago, officals said",2,LARGER_SPAN,0.9966053475284323,0.9170771902691559
"When the American people finally have a chance to see the true Gina Haspel on Wednesday, they will understand why she is so admired and why she is and will be a great leader for this agency.""",Gina Haspel,the true Gina Haspel,2,LARGER_SPAN,0.8500735988139568,0.711910242069739
"When the American people finally have a chance to see the true Gina Haspel on Wednesday, they will understand why she is so admired and why she is and will be a great leader for this agency.""",the American people,the true Gina Haspel,8,OTHER,0.8500735988139568,0.23559605017116206
A retired woman named Jeanine (I’m withholding some last names by request) took Russell to dinner Sunday night.,Jeanine,Jeanine,1,CORRECT,0.8071946853844256,0.8071946853844256
"And this time she’ll also be barnstorming for a new documentary, “Dolores,” about her life and her work as the co-founder of the United Farm Workers Union.",the United Farm Workers Union,the United Farm Workers Union,1,CORRECT,0.9163671310634918,0.9163671310634918
"And this time she’ll also be barnstorming for a new documentary, “Dolores,” about her life and her work as the co-founder of the United Farm Workers Union.",she,the United Farm Workers Union,2,OTHER,0.9163671310634918,0.6128858992190599
What did he mean by that?,he,What,2,OTHER,0.8409138589191045,0.5469050211219062
“We're all proud of him.”,him,We,2,OTHER,0.8467844874298538,0.4799719506659117
"Overturning Roe vs. Wade, as Brett Kavanaugh has hinted he would vote to do, would bring us back to that era.",Wade,"Brett Kavanaugh has hinted he would vote to do, would bring us back to that era",5,OTHER,0.9999992294705164,0.8776301996671111
"""Through his honesty and integrity, Henry embodied the best of American business, entrepreneurship and philanthropy.",Henry,Henry,1,CORRECT,0.8527981978168604,0.8527981978168604
"""Through his honesty and integrity, Henry embodied the best of American business, entrepreneurship and philanthropy.",his,Henry,3,OTHER,0.8527981978168604,0.39330291496503156
So much for Trump’s claims about being a great negotiator.,Trump,Trump,1,CORRECT,0.9132647084755602,0.9132647084755602
Maxine Waters' opponent about tweeting of fake letter,Maxine Waters',Maxine Waters,2,POSSESSIVE_VARIATION,0.8345946821466499,0.6697184553704411
The committee's inquiry is one of several congressional investigations into Flynn's contacts with foreign officials before and during his brief stint as Trump's top national security aide.,Flynn,Flynn,1,CORRECT,0.9156151698406256,0.9156151698406256
"But that consensus received a big jolt early Wednesday when Genis joined council members Allan Mansoor and Jim Righeimer — who often oppose the others — in voting to remove Foley as mayor and place Genis, the mayor pro tem, in that role.",Genis,"Foley as mayor and place Genis, the mayor pro tem",2,LARGER_SPAN,0.9970696061748241,0.8248139755892118
"Rendon’s critique came on the heels of a full-page ad in The Times on Friday, partly paid for by the Trades Council, that criticized “well-funded ivory tower elites” who push proposals that hurt the oil and gas industry.",Friday,Rendon,8,OTHER,0.8974671469221945,0.25805804389592485
(Video by Al Seib / Los Angeles Times) Former L.A. County Sheriff Lee Baca speaks with reporters after he was found guilty of obstructing a federal investigation into abuses in county jails and lying to cover up the interference.,Former L.A. County Sheriff Lee Baca,Former L.A. County Sheriff Lee Baca,1,CORRECT,0.9162190318080484,0.9162190318080484
"Speaking to reporters at the outset of his first bilateral meeting of the day with Egypt’s President, Abdel Fattah Al Sisi, Trump also claimed that Macron “asked me for approval” before inviting Iran’s foreign minister, Mohammed Javad Zarif, to Biarritz to talk on the sidelines of the G7 and that he has “a very good relationship” with France’s president.",Macron,Abdel Fattah Al Sisi,5,OTHER,0.9462016813125087,0.7307567007382424
Sometimes he smeared feces in his room.,he,he,1,CORRECT,0.5093657642355713,0.5093657642355713
"The settlement agreement includes a non-disparagement clause in which Boss and Huntington agree to “refrain from making any public or private statements which disparage [Navarro], [his] affiliates or [his] respective business or personal affairs.”",Huntington,Boss,3,OTHER,0.8468375961108552,0.5085090960335634
Boss and Huntington alleged in the lawsuit that Navarro intentionally inflicted emotional distress and that the board was negligent in not investigating.,Navarro,Boss,2,OTHER,0.7584335506696043,0.6947295635629346
Students who were kindergartners when Applebaum was first elected in 2005 will graduate from high school this month.,Applebaum,Applebaum,1,CORRECT,0.6384789567210839,0.6384789567210839
"They continued: ""Governor Brown worsened the problem when he went against the wish of California voters and stole the $1.2 billion from [Proposition 56],"" the tobacco tax passed by voters last year.",he,Brown,3,OTHER,0.8415885869480965,0.42169059054219055
"In July, Saakashvili was in the United States when he learned that his Ukrainian citizenship had been revoked, a move he said was orchestrated by Poroshenko as a way to eliminate the Ukrainian president’s political competition.",Poroshenko,Poroshenko,1,CORRECT,0.5840169872501301,0.5840169872501301
"“You can’t compare Trump to anyone we know,” she said, adding that Le Pen is known as a politician, not a business person.",she,Le Pen,6,OTHER,0.8239027071418407,0.4035068803036991
Don't believe President Trump when he says that air strikes against Bashar Assad are effective.,President Trump,Trump,3,SMALLER_SPAN,0.8612606704422354,0.6121054999837564
"John Ratcliffe (R-Texas), a Trump loyalist who attracted attention last week when he chastised former special counsel Robert S. Mueller III for saying that he couldn’t exonerate Trump of obstruction of justice.",Trump,Robert S. Mueller III,2,OTHER,0.9452703913867475,0.7661926759305233
"We hope that with Petrov’s recent death, many North Korean and U.S. military officers will remember his brave act and “save the world” again.",Petrov,many North Korean and U.S. military officers,2,OTHER,0.9485083618754048,0.8721024146297505
"Once he found out he was wanted in connection with a murder, Muhammad told investigators he didn’t want to go down for killing one man — he wanted to “kill as many white males as possible,” Dyer said.",Dyer,Muhammad,2,OTHER,0.7307974220863478,0.7241387479955547
"To be sure, Pence already has questions to answer about his short tenure as vice president.",Pence,Pence,1,CORRECT,0.7983538157845942,0.7983538157845942
"Le’s death wound up sparking a quieter kind of activism, one informed by Vietnamese immigrant culture, where word can spread quickly through the ethnic press, and by Buddhist tradition.",Le,Le,1,CORRECT,0.9505004852471622,0.9505004852471622
Clinton herself blames Comey’s action as a key reason she lost the election.,Comey,Comey,1,CORRECT,0.9387377639593307,0.9387377639593307
Trott said he was proud to be taking part in the effort.,Trott,Trott,1,CORRECT,0.8571477904853182,0.8571477904853182
"During his presidential campaign, Trump had expressed admiration for leakers, saying that he loved WikiLeaks and that the group did the country a service by publishing internal campaign and Democratic Party emails that damaged Hillary Clinton’s electoral fortunes.",Hillary Clinton,Trump,12,NER_VS_SUBSPAN,0.7578272858186804,0.14672514975841497
"Today, many Dutch who might not agree with Wilders' harsh words against immigrants and Muslims nevertheless defend his right to say them.",Wilders,Wilders,1,CORRECT,0.8971149442565276,0.8971149442565276
"Stephen Sloane, Lomita
..
To the editor: It appears that Shapiro could have saved me considerable time reading his defense of Bannon by re-arranging his paragraphs a bit.",Shapiro,It,3,OTHER,0.758312799163297,0.6842237432870576
"So if you are not a member of the group Bannon and his supporters consider their “own,” you don’t get taken care of?",Bannon,Bannon,1,CORRECT,0.7549017804259399,0.7549017804259399
"Michael Cohen knew of some abuse allegations against former New York attorney general, court filing says",former New York attorney general,former New York attorney general,1,CORRECT,0.7885156668958285,0.7885156668958285
"Michael Cohen knew of some abuse allegations against former New York attorney general, court filing says",Michael Cohen,former New York attorney general,2,OTHER,0.7885156668958285,0.7642493448454197
"For decades, South Korean leaders such as ousted former President Park Geun-hye and those in their orbits have endured criminal inquiries, embarrassing scandals, even prison time.",Park Geun-hye,"Park Geun-hye and those in their orbits have endured criminal inquiries, embarrassing scandals",2,LARGER_SPAN,0.9832818441722883,0.6316588932526156
"His grandmother also called probation saying that was afraid for her safety, that Mejia was still doing drugs and that he was paranoid and claiming she was trying to poison him.",Mejia,Mejia,1,CORRECT,0.8254012750373759,0.8254012750373759
"His grandmother also called probation saying that was afraid for her safety, that Mejia was still doing drugs and that he was paranoid and claiming she was trying to poison him.",she,Mejia,7,OTHER,0.8254012750373759,0.33077584292685114
"""Heather Heyer was a fat, disgusting Communist,"" said the tweet on the account belonging to Jason Kessler .",Jason Kessler,"Heather Heyer was a fat, disgusting Communist",2,OTHER,0.7584311121873127,0.615405105625946
"""Heather Heyer was a fat, disgusting Communist,"" said the tweet on the account belonging to Jason Kessler .",Heyer,"Heather Heyer was a fat, disgusting Communist",4,LARGER_SPAN,0.7584311121873127,0.3351037400501354
The invitation to Abbas is a small but welcome sign that the Trump administration is willing to pursue one.,Abbas,Abbas,1,CORRECT,0.8581780282817113,0.8581780282817113
The invitation to Abbas is a small but welcome sign that the Trump administration is willing to pursue one.,Trump,Abbas,2,OTHER,0.8581780282817113,0.8520597797078505
"Then in September, local prosecutors filed criminal charges against board member Ref Rodriguez, who is accused of laundering campaign money and is under investigation for separate conflict-of-interest allegations.",Rodriguez,board member Ref Rodriguez,6,LARGER_SPAN,0.6519148953091889,0.14530599651690881
UC President Janet Napolitano does not seem to share that vision.,UC President Janet Napolitano,UC President Janet Napolitano,1,CORRECT,0.8812421424323325,0.8812421424323325
She deserves to lose her job.,She,She,1,CORRECT,0.8398864709660464,0.8398864709660464
Senate rebukes Elizabeth Warren for quoting Martin Luther King Jr.'s widow in debate on Jeff Sessions,Elizabeth Warren,Martin Luther King Jr.'s,7,OTHER,0.8963648101279347,0.5937563453123862
Senate rebukes Elizabeth Warren for quoting Martin Luther King Jr.'s widow in debate on Jeff Sessions,Jeff Sessions,Martin Luther King Jr.'s,5,OTHER,0.8963648101279347,0.6269428737033541
He was extradited to the U.S. in 2018.,He,He,1,CORRECT,0.8418480181584714,0.8418480181584714
"Rice said Gates has been viewed as racially hostile because “he didn’t stop the racism within LAPD culture, even if he himself didn’t subscribe to those views.”",Rice,Rice,1,CORRECT,0.9023584367706894,0.9023584367706894
"Rice said Gates has been viewed as racially hostile because “he didn’t stop the racism within LAPD culture, even if he himself didn’t subscribe to those views.”",Gates,Rice,2,OTHER,0.9023584367706894,0.7805989858538425
"It was an iconic image: Phyllis Lyon and Del Martin, longtime partners and lesbian activists, embracing after being wed in San Francisco City Hall.",Phyllis Lyon,"Phyllis Lyon and Del Martin, longtime partners and lesbian activists",5,LARGER_SPAN,0.9621948193514611,0.7103005443247782
Cardinal Theodore McCarrick punished over abuse finding,Cardinal Theodore McCarrick,Theodore McCarrick,2,SMALLER_SPAN,0.6553254057268175,0.34873216342153995
"“The Ashley Madison hack caused some problems in people’s lives because of the types of things they were doing online,” Siciliano said.",Ashley Madison,The Ashley Madison hack,2,LARGER_SPAN,0.7590278342042684,0.6449457273230449
"Clark, 22, was shot in his grandmother’s backyard on March 18, 2018, when two officers said they believed Clark had a gun, but only a cell phone was found.",his,"Clark had a gun, but only a cell phone was found",6,OTHER,0.9997919910892812,0.3787287548042894
"Stephon Clark Courtesy Sonia Lewis
Becerra said Clark ""committed several unlawful acts"" and walked toward the officers until he was about 16 feet in front of them.",Clark,"Stephon Clark Courtesy Sonia Lewis
Becerra",2,LARGER_SPAN,0.909877908606472,0.8391240290275033
Brady was able to expand his reporting staff and hire a Pennsylvania state capitol reporter thanks to Report for America.,Brady,Brady,1,CORRECT,0.8884302499451804,0.8884302499451804
